Date,Date Value,Open,High,Low,Close,Adj Close,Volume
2019-03-27,74,188.75,189.759995,186.550003,188.470001,186.476486,29848400
2019-03-28,75,188.949997,189.559998,187.529999,188.720001,186.723846,20780400
2019-03-29,76,189.830002,190.080002,188.539993,189.949997,187.940842,23564000
2019-04-01,77,191.639999,191.679993,188.380005,191.240005,189.217209,27862000
2019-04-02,78,191.089996,194.460007,191.050003,194.020004,191.967804,22765700
2019-04-03,79,193.25,196.5,193.149994,195.350006,193.283737,23271800
2019-04-04,80,194.789993,196.369995,193.139999,195.690002,193.620117,19114300
2019-04-05,81,196.449997,197.100006,195.929993,197,194.91626,18526600
2019-04-08,82,196.419998,200.229996,196.339996,200.100006,197.983475,25881700
2019-04-09,83,200.320007,202.850006,199.229996,199.5,197.389832,35768200
2019-04-10,84,198.679993,200.740005,198.179993,200.619995,198.497971,21695300
2019-04-11,85,200.850006,201,198.440002,198.949997,196.845642,20900800
2019-04-12,86,199.199997,200.139999,196.210007,198.869995,196.766495,27760700
2019-04-15,87,198.580002,199.850006,198.009995,199.229996,197.122681,17536600
2019-04-16,88,199.460007,201.369995,198.559998,199.25,197.142471,25696400
2019-04-17,89,199.539993,203.380005,198.610001,203.130005,200.981445,28906800
2019-04-18,90,203.119995,204.149994,202.520004,203.860001,201.70372,24195800
2019-04-22,91,202.830002,204.940002,202.339996,204.529999,202.366638,19439500
2019-04-23,92,204.429993,207.75,203.899994,207.479996,205.285416,23323000
2019-04-24,93,207.360001,208.479996,207.050003,207.160004,204.968811,17540600
2019-04-25,94,206.830002,207.759995,205.119995,205.279999,203.108704,18543200
2019-04-26,95,204.899994,205,202.119995,204.300003,202.139069,18649100
2019-04-29,96,204.399994,205.970001,203.860001,204.610001,202.445786,22204700
2019-04-30,97,203.059998,203.399994,199.110001,200.669998,198.547455,46534900
2019-05-01,98,209.880005,215.309998,209.229996,210.520004,208.293274,64827300
2019-05-02,99,209.839996,212.649994,208.130005,209.149994,206.937759,31996300
2019-05-03,100,210.889999,211.839996,210.229996,211.75,209.510269,20892400
2019-05-06,101,204.289993,208.839996,203.5,208.479996,206.274857,32443100
2019-05-07,102,205.880005,207.419998,200.830002,202.860001,200.714294,38763700
2019-05-08,103,201.899994,205.339996,201.75,202.899994,200.75386,26339500
2019-05-09,104,200.399994,201.679993,196.660004,200.720001,198.596924,34908600
2019-05-10,105,197.419998,198.850006,192.770004,197.179993,195.845673,41208700
2019-05-13,106,187.710007,189.479996,182.850006,185.720001,184.463242,57430600
2019-05-14,107,186.410004,189.699997,185.410004,188.660004,187.383331,36529700
2019-05-15,108,186.270004,191.75,186.020004,190.919998,189.628036,26544700
2019-05-16,109,189.910004,192.470001,188.839996,190.080002,188.793732,33031400
2019-05-17,110,186.929993,190.899994,186.759995,189,187.721039,32879100
2019-05-20,111,183.520004,184.350006,180.279999,183.089996,181.851028,38612300
2019-05-21,112,185.220001,188,184.699997,186.600006,185.33728,28364800
2019-05-22,113,184.660004,185.710007,182.550003,182.779999,181.543121,29748600
2019-05-23,114,179.800003,180.539993,177.809998,179.660004,178.444244,36529700
2019-05-24,115,180.199997,182.139999,178.619995,178.970001,177.758911,23714700
2019-05-28,116,178.919998,180.589996,177.910004,178.229996,177.023911,27948200
2019-05-29,117,176.419998,179.350006,176,177.380005,176.179657,28481200
2019-05-30,118,177.949997,179.229996,176.669998,178.300003,177.093445,21218400
2019-05-31,119,176.229996,177.990005,174.990005,175.070007,173.8853,27043600
2019-06-03,120,175.600006,177.919998,170.270004,173.300003,172.127274,40396100
2019-06-04,121,175.440002,179.830002,174.520004,179.639999,178.424377,30968000
2019-06-05,122,184.279999,184.990005,181.139999,182.539993,181.304733,29773400
2019-06-06,123,183.080002,185.470001,182.149994,185.220001,183.966614,22526300
2019-06-07,124,186.509995,191.919998,185.770004,190.149994,188.863251,30684400
2019-06-10,125,191.809998,195.369995,191.619995,192.580002,191.27681,26220900
2019-06-11,126,194.860001,196,193.600006,194.809998,193.491714,26932900
2019-06-12,127,193.949997,195.970001,193.389999,194.190002,192.875916,18253200
2019-06-13,128,194.699997,196.789993,193.600006,194.149994,192.836166,21674600
2019-06-14,129,191.550003,193.589996,190.300003,192.740005,191.43573,18761500
2019-06-17,130,192.899994,194.960007,192.169998,193.889999,192.577942,14669100
2019-06-18,131,196.050003,200.289993,195.210007,198.449997,197.107086,26551000
2019-06-19,132,199.679993,199.880005,197.309998,197.869995,196.531006,21124200
2019-06-20,133,200.369995,200.610001,198.029999,199.460007,198.110245,21514000
2019-06-21,134,198.800003,200.850006,198.149994,198.779999,197.434845,47800600
2019-06-24,135,198.539993,200.160004,198.169998,198.580002,197.236206,18220400
2019-06-25,136,198.429993,199.259995,195.289993,195.570007,194.246582,21070300
2019-06-26,137,197.770004,200.990005,197.350006,199.800003,198.447952,26067500
2019-06-27,138,200.289993,201.570007,199.570007,199.740005,198.388367,20899700
2019-06-28,139,198.679993,199.5,197.050003,197.919998,196.580658,31110600
2019-07-01,140,203.169998,204.490005,200.649994,201.550003,200.186111,27316700
2019-07-02,141,201.410004,203.130005,201.360001,202.729996,201.358109,16935200
2019-07-03,142,203.279999,204.440002,202.690002,204.410004,203.026749,11362000
2019-07-05,143,203.350006,205.080002,202.899994,204.229996,202.847961,17265500
2019-07-08,144,200.809998,201.399994,198.410004,200.020004,198.666458,25338600
2019-07-09,145,199.199997,201.509995,198.809998,201.240005,199.87822,20578000
2019-07-10,146,201.850006,203.729996,201.559998,203.229996,201.854736,17897100
2019-07-11,147,203.309998,204.389999,201.710007,201.75,200.38475,20191800
2019-07-12,148,202.449997,204,202.199997,203.300003,201.924271,17595200
2019-07-15,149,204.089996,205.869995,204,205.210007,203.82135,16947400
2019-07-16,150,204.589996,206.110001,203.5,204.5,203.116135,16866800
2019-07-17,151,204.050003,205.089996,203.270004,203.350006,201.973923,14107500
2019-07-18,152,204,205.880005,203.699997,205.660004,204.268295,18582200
2019-07-19,153,205.789993,206.5,202.360001,202.589996,201.21907,20929300
2019-07-22,154,203.649994,207.229996,203.610001,207.220001,205.817734,22277900
2019-07-23,155,208.460007,208.910004,207.289993,208.839996,207.426758,18355200
2019-07-24,156,207.669998,209.149994,207.169998,208.669998,207.257935,14991600
2019-07-25,157,208.889999,209.240005,206.729996,207.020004,205.619095,13909600
2019-07-26,158,207.479996,209.729996,207.139999,207.740005,206.334213,17618900
2019-07-29,159,208.460007,210.639999,208.440002,209.679993,208.261078,21673400
2019-07-30,160,208.759995,210.160004,207.309998,208.779999,207.367172,33935700
2019-07-31,161,216.419998,221.369995,211.300003,213.039993,211.598358,69281400
2019-08-01,162,213.899994,218.029999,206.740005,208.429993,207.019531,54017900
2019-08-02,163,205.529999,206.429993,201.630005,204.020004,202.639389,40862100
2019-08-05,164,197.990005,198.649994,192.580002,193.339996,192.031647,52393000
2019-08-06,165,196.309998,198.070007,194.039993,197,195.666885,35824800
2019-08-07,166,195.410004,199.559998,193.820007,199.039993,197.693085,33300300
2019-08-08,167,200.199997,203.529999,199.389999,203.429993,202.053375,27009500
2019-08-09,168,201.300003,202.759995,199.289993,200.990005,200.388382,24619700
2019-08-12,169,199.619995,202.050003,199.149994,200.479996,199.879898,22481900
2019-08-13,170,201.020004,212.139999,200.479996,208.970001,208.344498,47218500
2019-08-14,171,203.160004,206.440002,202.589996,202.75,202.143112,36547400
2019-08-15,172,203.460007,205.139999,199.669998,201.740005,201.136139,27227400
2019-08-16,173,204.279999,207.160004,203.839996,206.5,205.881882,27620400
2019-08-19,174,210.619995,212.729996,210.029999,210.350006,209.720367,24413600
2019-08-20,175,210.880005,213.350006,210.320007,210.360001,209.730331,26884300
2019-08-21,176,212.990005,213.649994,211.600006,212.639999,212.00351,21535400
2019-08-22,177,213.190002,214.440002,210.75,212.460007,211.824051,22253700
2019-08-23,178,209.429993,212.050003,201,202.639999,202.033447,46818000
2019-08-26,179,205.860001,207.190002,205.059998,206.490005,205.871918,26043600
2019-08-27,180,207.860001,208.550003,203.529999,204.160004,203.548889,25873300
2019-08-28,181,204.100006,205.720001,203.320007,205.529999,204.914795,15938800
2019-08-29,182,208.5,209.320007,206.660004,209.009995,208.384369,20990500
2019-08-30,183,210.160004,210.449997,207.199997,208.740005,208.115189,21143400
2019-09-03,184,206.429993,206.979996,204.220001,205.699997,205.084274,20023000
2019-09-04,185,208.389999,209.479996,207.320007,209.190002,208.563843,19188100
2019-09-05,186,212,213.970001,211.509995,213.279999,212.641586,23913700
2019-09-06,187,214.050003,214.419998,212.509995,213.259995,212.621643,19362300
2019-09-09,188,214.839996,216.440002,211.070007,214.169998,213.528931,27309400
2019-09-10,189,213.860001,216.779999,211.710007,216.699997,216.051346,31777900
2019-09-11,190,218.070007,223.710007,217.729996,223.589996,222.920731,44289600
2019-09-12,191,224.800003,226.419998,222.860001,223.089996,222.422226,32226700
2019-09-13,192,220,220.789993,217.020004,218.75,218.095215,39763300
2019-09-16,193,217.729996,220.130005,217.559998,219.899994,219.241776,21158100
2019-09-17,194,219.960007,220.820007,219.119995,220.699997,220.039383,18318700
2019-09-18,195,221.059998,222.850006,219.440002,222.770004,222.103195,25340000
2019-09-19,196,222.009995,223.759995,220.369995,220.960007,220.298615,22060600
2019-09-20,197,221.380005,222.559998,217.470001,217.729996,217.078262,55413100
2019-09-23,198,218.949997,219.839996,217.649994,218.720001,218.065308,19165500
2019-09-24,199,221.029999,222.490005,217.190002,217.679993,217.028412,31190800
2019-09-25,200,218.550003,221.5,217.139999,221.029999,220.368393,21903400
2019-09-26,201,220,220.940002,218.830002,219.889999,219.231812,18833500
2019-09-27,202,220.539993,220.960007,217.279999,218.820007,218.165024,25352000
2019-09-30,203,220.899994,224.580002,220.789993,223.970001,223.299591,25977400
2019-10-01,204,225.070007,228.220001,224.199997,224.589996,223.91774,34805800
2019-10-02,205,223.059998,223.580002,217.929993,218.960007,218.304596,34612300
2019-10-03,206,218.429993,220.960007,215.130005,220.820007,220.159027,28606500
2019-10-04,207,225.639999,227.490005,223.889999,227.009995,226.33049,34619700
2019-10-07,208,226.270004,229.929993,225.839996,227.059998,226.380341,30576500
2019-10-08,209,225.820007,228.059998,224.330002,224.399994,223.728302,27955000
2019-10-09,210,227.029999,227.789993,225.639999,227.029999,226.350433,18692600
2019-10-10,211,227.929993,230.440002,227.300003,230.089996,229.401276,28253400
2019-10-11,212,232.949997,237.639999,232.309998,236.210007,235.50296,41698900
2019-10-14,213,234.899994,238.130005,234.669998,235.869995,235.163971,24106900
2019-10-15,214,236.389999,237.649994,234.880005,235.320007,234.615631,21840000
2019-10-16,215,233.369995,235.240005,233.199997,234.369995,233.668457,18475800
2019-10-17,216,235.089996,236.149994,233.520004,235.279999,234.575745,16896300
2019-10-18,217,234.589996,237.580002,234.289993,236.410004,235.702362,24358400
2019-10-21,218,237.520004,240.990005,237.320007,240.509995,239.790085,21811800
2019-10-22,219,241.160004,242.199997,239.619995,239.960007,239.241745,20573400
2019-10-23,220,242.100006,243.240005,241.220001,243.179993,242.452087,18957200
2019-10-24,221,244.509995,244.800003,241.809998,243.580002,242.850891,17318800
2019-10-25,222,243.160004,246.729996,242.880005,246.580002,245.841919,18369300
2019-10-28,223,247.419998,249.25,246.720001,249.050003,248.30452,24143200
2019-10-29,224,248.970001,249.75,242.570007,243.289993,242.561752,35709900
2019-10-30,225,244.759995,245.300003,241.210007,243.259995,242.531845,31130500
2019-10-31,226,247.240005,249.169998,237.259995,248.759995,248.015381,34790500
2019-11-01,227,249.539993,255.929993,249.160004,255.820007,255.05426,37781300
2019-11-04,228,257.329987,257.850006,255.380005,257.5,256.729218,25818000
2019-11-05,229,257.049988,258.190002,256.320007,257.130005,256.360352,19974400
2019-11-06,230,256.769989,257.48999,255.369995,257.23999,256.470001,18966100
2019-11-07,231,258.73999,260.350006,258.109985,259.429993,259.429993,23735100
2019-11-08,232,258.690002,260.440002,256.850006,260.140015,260.140015,17496600
2019-11-11,233,258.299988,262.470001,258.279999,262.200012,262.200012,20455300
2019-11-12,234,261.549988,262.790009,260.920013,261.959991,261.959991,21847200
2019-11-13,235,261.130005,264.779999,261.070007,264.470001,264.470001,25683600
2019-11-14,236,263.75,264.880005,262.100006,262.640015,262.640015,22295700
2019-11-15,237,263.679993,265.779999,263.01001,265.76001,265.76001,25051600
2019-11-18,238,265.799988,267.429993,264.230011,267.100006,267.100006,21675800
2019-11-19,239,267.899994,268,265.390015,266.290009,266.290009,19041800
2019-11-20,240,265.540009,266.079987,260.399994,263.190002,263.190002,26558600
2019-11-21,241,263.690002,264.01001,261.179993,262.01001,262.01001,30348800
2019-11-22,242,262.589996,263.179993,260.839996,261.779999,261.779999,16331300
2019-11-25,243,262.709991,266.440002,262.519989,266.369995,266.369995,21005100
2019-11-26,244,266.940002,267.160004,262.5,264.290009,264.290009,26301900
2019-11-27,245,265.579987,267.980011,265.309998,267.839996,267.839996,16308900
2019-11-29,246,266.600006,268,265.899994,267.25,267.25,11654400
2019-12-02,247,267.269989,268.25,263.450012,264.160004,264.160004,23621800
2019-12-03,248,258.309998,259.529999,256.290009,259.450012,259.450012,28607600
2019-12-04,249,261.070007,263.309998,260.679993,261.73999,261.73999,16795400
2019-12-05,250,263.790009,265.890015,262.730011,265.579987,265.579987,18606100
